Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 02/01/2020 / Data final: 30/09/2025.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Taxa média;Taxa mediana;Taxa modal;Desvio padrão;Índice de curtose;
13/05/2021;3,4;1,00013269;1.329.616.372.022,87;810;3,4;3,39;3,4;0,0133;717,0877;
12/05/2021;3,4;1,00013269;1.327.318.307.718,8;825;3,4;3,39;3,4;0,0150;1114,1902;
11/05/2021;3,4;1,00013269;1.336.358.570.129,12;841;3,4;3,39;3,4;0,0140;560,9958;
10/05/2021;3,4;1,00013269;1.329.151.892.530,33;797;3,4;3,39;3,4;0,0154;1004,6470;
07/05/2021;3,4;1,00013269;1.332.151.786.798,12;850;3,4;3,39;3,4;0,0173;1338,9911;
06/05/2021;3,4;1,00013269;1.324.550.582.896,77;829;3,4;3,39;3,4;0,0224;804,8895;
05/05/2021;2,65;1,00010379;1.225.835.316.229,19;829;2,65;2,64;2,65;0,0136;607,7391;
04/05/2021;2,65;1,00010379;1.270.717.668.392,46;779;2,65;2,64;2,65;0,0144;738,6115;
03/05/2021;2,65;1,00010379;1.247.474.418.709,85;828;2,65;2,64;2,65;0,0139;537,5657;
30/04/2021;2,65;1,00010379;1.220.094.384.405,97;839;2,65;2,64;2,65;0,0152;401,7550;
29/04/2021;2,65;1,00010379;1.262.907.616.268,57;806;2,65;2,64;2,65;0,0148;451,3410;
28/04/2021;2,65;1,00010379;1.268.731.945.650,9;791;2,65;2,64;2,65;0,0141;505,9259;
27/04/2021;2,65;1,00010379;1.278.852.082.233,99;783;2,65;2,64;2,65;0,0135;610,1074;
26/04/2021;2,65;1,00010379;1.281.379.076.046,9;791;2,65;2,64;2,65;0,0137;586,1080;
23/04/2021;2,65;1,00010379;1.267.622.857.482,31;789;2,65;2,64;2,65;0,0152;449,5458;
22/04/2021;2,65;1,00010379;1.327.019.139.095,75;779;2,65;2,64;2,65;0,0134;641,3525;
20/04/2021;2,65;1,00010379;1.358.174.367.197,36;757;2,65;2,64;2,65;0,0132;613,1420;
19/04/2021;2,65;1,00010379;1.371.648.583.107,16;764;2,65;2,64;2,65;0,0141;480,9650;
16/04/2021;2,65;1,00010379;1.388.673.721.052,14;789;2,65;2,64;2,65;0,0146;455,2456;
15/04/2021;2,65;1,00010379;1.428.204.313.735,76;769;2,65;2,64;2,65;0,0140;529,6735;
14/04/2021;2,65;1,00010379;1.428.987.044.461,47;786;2,65;2,64;2,65;0,0131;586,0644;
13/04/2021;2,65;1,00010379;1.455.535.979.366,06;789;2,65;2,64;2,65;0,0130;602,6890;
12/04/2021;2,65;1,00010379;1.449.016.140.173,3;704;2,65;2,64;2,65;0,0144;464,2297;
09/04/2021;2,65;1,00010379;1.422.702.806.368,29;782;2,65;2,64;2,65;0,0148;411,8727;
08/04/2021;2,65;1,00010379;1.468.780.782.465,71;749;2,65;2,64;2,65;0,0129;606,7334;
07/04/2021;2,65;1,00010379;1.445.859.744.518,52;765;2,65;2,64;2,65;0,0136;526,4215;
06/04/2021;2,65;1,00010379;1.455.431.783.482,62;758;2,65;2,64;2,65;0,0131;612,8501;
05/04/2021;2,65;1,00010379;1.465.512.201.822,3;787;2,65;2,64;2,65;0,0152;370,1481;
01/04/2021;2,65;1,00010379;1.443.637.081.096,87;954;2,65;2,64;2,65;0,0177;249,4019;
31/03/2021;2,65;1,00010379;1.104.367.558.207,62;865;2,65;2,64;2,65;0,0169;328,2101;
30/03/2021;2,65;1,00010379;1.124.102.602.670,74;763;2,65;2,64;2,65;0,0151;484,2942;
29/03/2021;2,65;1,00010379;1.129.125.591.529,52;783;2,65;2,64;2,65;0,0155;450,8769;
26/03/2021;2,65;1,00010379;1.139.303.985.228,18;784;2,65;2,64;2,65;0,0145;587,7034;
25/03/2021;2,65;1,00010379;1.188.655.523.816,08;784;2,65;2,64;2,65;0,0141;650,4431;
24/03/2021;2,65;1,00010379;1.168.843.803.629,94;845;2,65;2,64;2,65;0,0140;685,8149;
23/03/2021;2,65;1,00010379;1.187.243.468.865,55;807;2,65;2,64;2,65;0,0139;713,2996;
22/03/2021;2,65;1,00010379;1.199.222.238.850,72;803;2,65;2,64;2,65;0,0142;685,5026;
19/03/2021;2,65;1,00010379;1.227.137.934.419,14;834;2,65;2,64;2,65;0,0143;673,8068;
18/03/2021;2,65;1,00010379;1.286.439.449.510,25;788;2,65;2,64;2,65;0,0157;538,0757;
17/03/2021;1,9;1,00007469;1.248.601.356.674,8;839;1,9;1,89;1,9;0,0136;745,2020;
16/03/2021;1,9;1,00007469;1.249.863.809.836,79;812;1,9;1,89;1,9;0,0145;574,0894;
15/03/2021;1,9;1,00007469;1.248.624.356.103,42;805;1,9;1,89;1,9;0,0139;661,5868;
12/03/2021;1,9;1,00007469;1.246.920.631.640,26;841;1,9;1,89;1,9;0,0151;508,3253;
11/03/2021;1,9;1,00007469;1.306.376.429.696,68;785;1,9;1,89;1,9;0,0143;544,0807;
10/03/2021;1,9;1,00007469;1.333.952.257.431,61;814;1,9;1,89;1,9;0,0147;512,0809;
09/03/2021;1,9;1,00007469;1.323.565.926.047,75;795;1,9;1,89;1,9;0,0129;711,1225;
08/03/2021;1,9;1,00007469;1.293.542.137.509,36;775;1,9;1,89;1,9;0,0139;523,4310;
05/03/2021;1,9;1,00007469;1.312.741.833.721,14;816;1,9;1,89;1,9;0,0144;540,9629;
04/03/2021;1,9;1,00007469;1.372.114.008.771,92;815;1,9;1,89;1,9;0,0131;625,5799;
03/03/2021;1,9;1,00007469;1.380.398.518.536,98;846;1,9;1,89;1,9;0,0133;565,2505;
02/03/2021;1,9;1,00007469;1.370.290.186.978,59;806;1,9;1,89;1,9;0,0158;355,3679;
01/03/2021;1,9;1,00007469;1.331.753.474.415,04;807;1,9;1,89;1,9;0,0176;283,1387;
26/02/2021;1,9;1,00007469;1.166.954.546.571,34;768;1,9;1,89;1,9;0,0139;596,9138;
25/02/2021;1,9;1,00007469;1.180.478.836.218,87;787;1,9;1,89;1,9;0,0136;663,9206;
24/02/2021;1,9;1,00007469;1.198.366.749.026,1;779;1,9;1,89;1,9;0,0136;668,5612;
23/02/2021;1,9;1,00007469;1.215.138.760.600,87;782;1,9;1,89;1,9;0,0159;435,9816;
22/02/2021;1,9;1,00007469;1.221.946.389.914,89;805;1,9;1,89;1,9;0,0139;635,1781;
19/02/2021;1,9;1,00007469;1.249.844.324.534,84;809;1,9;1,89;1,9;0,0148;508,8252;
18/02/2021;1,9;1,00007469;1.275.474.966.704,58;778;1,9;1,89;1,9;0,0141;563,1993;
17/02/2021;1,9;1,00007469;1.251.533.214.846,73;772;1,9;1,89;1,9;0,0148;484,3425;
12/02/2021;1,9;1,00007469;1.225.057.145.594,47;822;1,9;1,89;1,9;0,0134;738,6387;
11/02/2021;1,9;1,00007469;1.265.951.347.664,87;767;1,9;1,89;1,9;0,0143;602,2328;
10/02/2021;1,9;1,00007469;1.253.154.022.778,28;757;1,9;1,89;1,9;0,0130;803,5735;
09/02/2021;1,9;1,00007469;1.228.537.704.768,87;811;1,9;1,89;1,9;0,0141;600,8621;
08/02/2021;1,9;1,00007469;1.208.217.070.954,16;790;1,9;1,89;1,9;0,0133;790,4415;
05/02/2021;1,9;1,00007469;1.202.535.357.747,97;770;1,9;1,89;1,9;0,0136;756,9419;
04/02/2021;1,9;1,00007469;1.235.611.996.726,59;784;1,9;1,89;1,9;0,0144;624,5807;
03/02/2021;1,9;1,00007469;1.217.063.037.512,9;769;1,9;1,89;1,9;0,0135;784,1592;
02/02/2021;1,9;1,00007469;1.229.658.552.209,53;752;1,9;1,89;1,9;0,0134;779,5253;
01/02/2021;1,9;1,00007469;1.216.279.914.274,18;805;1,9;1,89;1,9;0,0138;693,2829;
29/01/2021;1,9;1,00007469;1.213.724.440.562,57;776;1,9;1,89;1,9;0,0139;661,3808;
28/01/2021;1,9;1,00007469;1.250.091.608.700,5;791;1,9;1,89;1,9;0,0139;640,4388;
27/01/2021;1,9;1,00007469;1.241.258.544.162,13;782;1,9;1,89;1,9;0,0143;605,6997;
26/01/2021;1,9;1,00007469;1.261.185.922.387,19;800;1,9;1,89;1,9;0,0137;673,8552;
25/01/2021;1,9;1,00007469;1.233.036.745.190,92;682;1,9;1,89;1,9;0,0105;1163,9001;
22/01/2021;1,9;1,00007469;1.218.055.996.293,99;670;1,9;1,89;1,9;0,0120;793,3188;
21/01/2021;1,9;1,00007469;1.313.940.661.269,93;916;1,9;1,89;1,9;0,0136;716,2418;
20/01/2021;1,9;1,00007469;1.279.008.432.801,93;723;1,9;1,89;1,9;0,0138;434,6794;
19/01/2021;1,9;1,00007469;1.296.977.427.839,61;751;1,9;1,89;1,9;0,0148;525,4295;
18/01/2021;1,9;1,00007469;1.280.969.975.316,52;619;1,9;1,89;1,9;0,0154;484,6029;
15/01/2021;1,9;1,00007469;1.276.921.162.415,03;748;1,9;1,89;1,9;0,0159;1097,8850;
14/01/2021;1,9;1,00007469;1.323.293.337.627,29;726;1,9;1,89;1,9;0,0144;541,4465;
13/01/2021;1,9;1,00007469;1.327.338.061.350,77;728;1,9;1,89;1,9;0,0148;551,2355;
12/01/2021;1,9;1,00007469;1.353.168.874.354,98;771;1,9;1,89;1,9;0,0136;648,4503;
11/01/2021;1,9;1,00007469;1.344.514.598.990,97;778;1,9;1,89;1,9;0,0135;588,8467;
08/01/2021;1,9;1,00007469;1.346.922.929.496,97;745;1,9;1,89;1,9;0,0130;641,7134;
07/01/2021;1,9;1,00007469;1.363.521.268.020,54;757;1,9;1,89;1,9;0,0134;595,2931;
06/01/2021;1,9;1,00007469;1.337.478.087.763,12;718;1,9;1,89;1,9;0,0127;658,5919;
05/01/2021;1,9;1,00007469;1.346.194.497.574,83;763;1,9;1,89;1,9;0,0150;434,3710;
04/01/2021;1,9;1,00007469;1.295.255.063.257,52;962;1,9;1,89;1,9;0,0187;200,4143;
31/12/2020;1,9;1,00007469;974.693.250.614,4;152;1,9;1,9;1,9;0,0081;355,8781;
30/12/2020;1,9;1,00007469;991.031.161.544,91;190;1,9;1,9;1,9;0,0110;189,8928;
29/12/2020;1,9;1,00007469;1.143.215.993.741,25;934;1,9;1,89;1,9;0,0159;378,5700;
28/12/2020;1,9;1,00007469;1.139.245.376.297,76;955;1,9;1,89;1,9;0,0159;396,8566;
24/12/2020;1,9;1,00007469;963.329.576.034,39;230;1,9;1,9;1,9;0,0118;294,4060;
23/12/2020;1,9;1,00007469;986.719.680.580,3;280;1,9;1,9;1,9;0,0100;256,6717;
22/12/2020;1,9;1,00007469;1.123.715.266.019,84;930;1,9;1,89;1,9;0,0152;409,2010;
21/12/2020;1,9;1,00007469;1.131.391.543.646,63;878;1,9;1,89;1,9;0,0148;431,2185;
18/12/2020;1,9;1,00007469;1.168.487.989.652,36;800;1,9;1,89;1,9;0,0143;455,5295;
17/12/2020;1,9;1,00007469;1.205.944.409.444,34;845;1,9;1,89;1,9;0,0140;512,2378;
16/12/2020;1,9;1,00007469;1.212.662.374.842,57;816;1,9;1,89;1,9;0,0137;614,5744;
15/12/2020;1,9;1,00007469;1.233.105.809.213,9;806;1,9;1,89;1,9;0,0138;529,8054;
14/12/2020;1,9;1,00007469;1.210.420.497.952,12;810;1,9;1,89;1,9;0,0141;439,8521;
11/12/2020;1,9;1,00007469;1.213.308.307.497,25;857;1,9;1,89;1,9;0,0155;378,2472;
10/12/2020;1,9;1,00007469;1.315.351.937.157,14;768;1,9;1,89;1,9;0,0133;476,1194;
09/12/2020;1,9;1,00007469;877.891.486.771,56;1043;1,9;1,89;1,9;0,0177;276,7479;
08/12/2020;1,9;1,00007469;870.262.948.286,06;1033;1,9;1,89;1,9;0,0156;358,5993;
07/12/2020;1,9;1,00007469;887.380.003.844,01;1026;1,9;1,89;1,9;0,0156;362,2962;
04/12/2020;1,9;1,00007469;861.871.125.409,1;1048;1,9;1,89;1,9;0,0177;247,3892;
03/12/2020;1,9;1,00007469;912.279.333.342,31;1052;1,9;1,89;1,9;0,0152;426,6163;
02/12/2020;1,9;1,00007469;889.529.265.408,42;1056;1,9;1,89;1,9;0,0166;327,6389;
01/12/2020;1,9;1,00007469;908.475.439.692,28;1023;1,9;1,89;1,9;0,0180;282,3389;
30/11/2020;1,9;1,00007469;872.654.831.961,41;1033;1,9;1,89;1,9;0,0157;394,7741;
27/11/2020;1,9;1,00007469;892.583.801.377,7;1065;1,9;1,89;1,9;0,0161;378,5666;
26/11/2020;1,9;1,00007469;935.868.010.433,06;1079;1,9;1,89;1,9;0,0170;298,3042;
25/11/2020;1,9;1,00007469;959.134.039.724,77;1056;1,9;1,89;1,9;0,0147;473,8591;
24/11/2020;1,9;1,00007469;980.578.978.376,1;1047;1,9;1,89;1,9;0,0157;350,7911;
23/11/2020;1,9;1,00007469;973.401.919.008,28;1099;1,9;1,89;1,9;0,0154;404,9422;
20/11/2020;1,9;1,00007469;944.991.250.266,14;1044;1,9;1,89;1,9;0,0162;355,3973;
19/11/2020;1,9;1,00007469;988.761.124.730,07;1053;1,9;1,89;1,9;0,0149;509,9226;
18/11/2020;1,9;1,00007469;991.229.835.773,34;1016;1,9;1,89;1,9;0,0152;462,3683;
17/11/2020;1,9;1,00007469;1.015.090.296.891,08;1062;1,9;1,89;1,9;0,0146;523,8631;
16/11/2020;1,9;1,00007469;1.008.295.042.343,69;1050;1,9;1,89;1,9;0,0158;425,1769;
13/11/2020;1,9;1,00007469;1.003.426.699.302,74;1118;1,9;1,89;1,9;0,0151;464,7794;
12/11/2020;1,9;1,00007469;1.041.291.718.630,72;1066;1,9;1,89;1,9;0,0155;418,0249;
11/11/2020;1,9;1,00007469;1.041.385.993.938,14;1045;1,9;1,89;1,9;0,0144;543,5012;
10/11/2020;1,9;1,00007469;1.041.137.454.655,44;861;1,9;1,89;1,9;0,0139;479,8175;
09/11/2020;1,9;1,00007469;1.029.101.041.182,58;1039;1,9;1,89;1,9;0,0146;389,6221;
06/11/2020;1,9;1,00007469;1.015.844.904.641,93;928;1,9;1,89;1,9;0,0136;514,0196;
05/11/2020;1,9;1,00007469;1.049.813.367.463,64;845;1,9;1,89;1,9;0,0130;611,4883;
04/11/2020;1,9;1,00007469;1.064.751.663.292,48;843;1,9;1,89;1,9;0,0134;547,2007;
03/11/2020;1,9;1,00007469;1.063.994.954.612,07;851;1,9;1,89;1,9;0,0135;519,7099;
30/10/2020;1,9;1,00007469;1.040.701.563.727,46;1036;1,9;1,89;1,9;0,0162;349,5457;
29/10/2020;1,9;1,00007469;1.085.692.460.887,25;949;1,9;1,89;1,9;0,0150;425,9431;
28/10/2020;1,9;1,00007469;683.430.094.546,32;1058;1,9;1,89;1,9;0,0183;305,7113;
27/10/2020;1,9;1,00007469;693.797.580.759,66;994;1,9;1,89;1,9;0,0182;314,3176;
26/10/2020;1,9;1,00007469;696.321.478.217,63;1021;1,9;1,89;1,9;0,0175;341,1301;
23/10/2020;1,9;1,00007469;702.161.927.262,27;1024;1,9;1,89;1,9;0,0176;345,5354;
22/10/2020;1,9;1,00007469;749.371.140.235,96;1041;1,9;1,89;1,9;0,0178;296,8744;
21/10/2020;1,9;1,00007469;748.185.215.693,31;1045;1,9;1,89;1,9;0,0210;469,8503;
20/10/2020;1,9;1,00007469;825.588.148.228,85;1057;1,9;1,89;1,9;0,0184;618,6148;
19/10/2020;1,9;1,00007469;814.409.473.483,95;1060;1,9;1,89;1,9;0,0190;774,8708;
16/10/2020;1,9;1,00007469;815.366.295.960,16;1061;1,9;1,89;1,9;0,0176;546,3788;
15/10/2020;1,9;1,00007469;862.403.798.793,14;1042;1,9;1,89;1,9;0,0193;384,6189;
14/10/2020;1,9;1,00007469;873.511.806.004,61;1094;1,9;1,89;1,9;0,0196;294,3800;
13/10/2020;1,9;1,00007469;879.429.497.126,78;1065;1,9;1,89;1,9;0,0201;327,1685;
09/10/2020;1,9;1,00007469;879.932.036.818,5;1089;1,9;1,89;1,9;0,0170;607,8162;
08/10/2020;1,9;1,00007469;919.247.154.587,42;1051;1,9;1,89;1,9;0,0168;644,0853;
07/10/2020;1,9;1,00007469;912.435.614.006,73;1108;1,9;1,89;1,9;0,0170;693,6272;
06/10/2020;1,9;1,00007469;912.316.255.478,79;1060;1,9;1,89;1,9;0,0138;449,8860;
05/10/2020;1,9;1,00007469;913.789.935.395,53;1001;1,9;1,89;1,9;0,0144;482,6624;
02/10/2020;1,9;1,00007469;897.621.007.153,98;1115;1,9;1,89;1,9;0,0177;519,8941;
01/10/2020;1,9;1,00007469;905.858.162.248,24;1078;1,9;1,89;1,9;0,0178;307,0948;
30/09/2020;1,9;1,00007469;725.738.733.384,22;948;1,9;1,89;1,9;0,0218;234,0517;
29/09/2020;1,9;1,00007469;722.354.892.521,57;994;1,9;1,89;1,9;0,0194;301,0537;
28/09/2020;1,9;1,00007469;737.718.501.915,55;1008;1,9;1,89;1,9;0,0190;428,7625;
25/09/2020;1,9;1,00007469;736.518.910.932,09;1016;1,9;1,89;1,9;0,0167;515,1880;
24/09/2020;1,9;1,00007469;794.513.077.550,97;1041;1,9;1,89;1,9;0,0171;459,9577;
23/09/2020;1,9;1,00007469;790.477.847.268,59;1008;1,9;1,89;1,9;0,0167;582,2601;
22/09/2020;1,9;1,00007469;792.269.626.966,33;1006;1,9;1,89;1,9;0,0165;578,4903;
21/09/2020;1,9;1,00007469;777.831.938.528,76;999;1,9;1,89;1,9;0,0170;428,7039;
18/09/2020;1,9;1,00007469;779.989.355.281,02;1029;1,9;1,89;1,9;0,0162;488,8134;
17/09/2020;1,9;1,00007469;835.410.962.869,46;1008;1,9;1,89;1,9;0,0212;484,5060;
16/09/2020;1,9;1,00007469;828.494.855.379,75;1013;1,9;1,89;1,9;0,0167;479,6006;
15/09/2020;1,9;1,00007469;844.804.888.601,88;999;1,9;1,89;1,9;0,0168;608,2456;
14/09/2020;1,9;1,00007469;838.342.283.129,19;984;1,9;1,89;1,9;0,0171;488,3418;
11/09/2020;1,9;1,00007469;833.138.946.866,38;949;1,9;1,89;1,9;0,0174;573,3452;
10/09/2020;1,9;1,00007469;884.335.061.123,92;972;1,9;1,89;1,9;0,0160;524,8109;
09/09/2020;1,9;1,00007469;862.441.324.271,68;1011;1,9;1,89;1,9;0,0189;401,0145;
08/09/2020;1,9;1,00007469;857.462.421.984,05;964;1,9;1,89;1,9;0,0151;400,5048;
04/09/2020;1,9;1,00007469;846.966.290.427,22;995;1,9;1,9;1,9;0,0179;389,5475;
03/09/2020;1,9;1,00007469;892.027.857.247,26;989;1,9;1,89;1,9;0,0158;713,8158;
02/09/2020;1,9;1,00007469;894.876.117.510,37;1001;1,9;1,89;1,9;0,0156;717,9998;
01/09/2020;1,9;1,00007469;859.678.751.282,68;983;1,9;1,89;1,9;0,0186;509,8190;
31/08/2020;1,9;1,00007469;730.260.821.825,9;992;1,9;1,89;1,9;0,0191;345,2056;
28/08/2020;1,9;1,00007469;760.358.450.937,31;978;1,9;1,89;1,9;0,0172;612,3002;
27/08/2020;1,9;1,00007469;802.945.034.388,57;929;1,9;1,89;1,9;0,0170;630,7826;
26/08/2020;1,9;1,00007469;736.324.796.422,44;957;1,9;1,89;1,9;0,0170;552,3509;
25/08/2020;1,9;1,00007469;765.462.744.607,64;941;1,9;1,89;1,9;0,0162;649,1113;
24/08/2020;1,9;1,00007469;773.156.717.951,79;944;1,9;1,89;1,9;0,0159;632,5180;
21/08/2020;1,9;1,00007469;776.763.538.418,68;978;1,9;1,89;1,9;0,0164;741,2956;
20/08/2020;1,9;1,00007469;827.053.374.619,06;975;1,9;1,89;1,9;0,0168;631,1840;
19/08/2020;1,9;1,00007469;825.743.815.206,69;930;1,9;1,89;1,9;0,0171;586,6960;
18/08/2020;1,9;1,00007469;831.848.113.394,22;1001;1,9;1,89;1,9;0,0180;553,7108;
17/08/2020;1,9;1,00007469;807.407.069.444,79;997;1,9;1,89;1,9;0,0190;633,5356;
14/08/2020;1,9;1,00007469;684.105.271.155,57;1008;1,9;1,89;1,9;0,0195;671,0090;
13/08/2020;1,9;1,00007469;754.949.257.912,83;930;1,9;1,89;1,9;0,0165;723,6132;
12/08/2020;1,9;1,00007469;757.387.051.957,58;929;1,9;1,89;1,9;0,0170;1038,4201;
11/08/2020;1,9;1,00007469;781.185.176.605,33;946;1,9;1,89;1,9;0,0168;568,7765;
10/08/2020;1,9;1,00007469;747.035.734.316,13;954;1,9;1,89;1,9;0,0172;455,7336;
07/08/2020;1,9;1,00007469;705.242.237.583,83;970;1,9;1,89;1,9;0,0189;557,5086;
06/08/2020;1,9;1,00007469;730.068.875.095,92;947;1,9;1,89;1,9;0,0167;569,1132;
05/08/2020;2,15;1,00008442;844.856.051.606,14;853;2,15;2,14;2,15;0,0155;708,1468;
04/08/2020;2,15;1,00008442;837.856.749.630,81;885;2,15;2,14;2,15;0,0161;496,2750;
03/08/2020;2,15;1,00008442;805.400.541.399,75;902;2,15;2,14;2,15;0,0188;516,0311;
31/07/2020;2,15;1,00008442;746.267.579.054,83;915;2,15;2,14;2,15;0,0196;454,2976;
30/07/2020;2,15;1,00008442;820.797.775.870,41;889;2,15;2,14;2,15;0,0161;783,8237;
29/07/2020;2,15;1,00008442;852.757.994.398,35;902;2,15;2,14;2,15;0,0163;719,6374;
28/07/2020;2,15;1,00008442;849.947.839.230,71;910;2,15;2,14;2,15;0,0169;658,3666;
27/07/2020;2,15;1,00008442;858.505.761.837,29;977;2,15;2,14;2,15;0,0211;231,4788;
24/07/2020;2,15;1,00008442;845.406.603.596,87;961;2,15;2,14;2,15;0,0171;491,9000;
23/07/2020;2,15;1,00008442;869.806.472.814;910;2,15;2,14;2,15;0,0174;772,4358;
22/07/2020;2,15;1,00008442;877.668.398.172,03;905;2,15;2,14;2,15;0,0165;616,8995;
21/07/2020;2,15;1,00008442;894.799.587.558,14;899;2,15;2,14;2,15;0,0158;631,7086;
20/07/2020;2,15;1,00008442;932.605.342.113,68;775;2,15;2,14;2,15;0,0161;707,1578;
17/07/2020;2,15;1,00008442;889.854.370.236,32;942;2,15;2,14;2,15;0,0162;725,0727;
16/07/2020;2,15;1,00008442;930.978.970.702,52;927;2,15;2,14;2,15;0,0161;655,4174;
15/07/2020;2,15;1,00008442;945.662.330.338,2;1191;2,15;2,14;2,15;0,0205;238,5929;
14/07/2020;2,15;1,00008442;918.078.185.402,56;819;2,15;2,14;2,15;0,0161;674,7534;
13/07/2020;2,15;1,00008442;950.274.197.717,6;779;2,15;2,14;2,15;0,0155;663,9801;
10/07/2020;2,15;1,00008442;956.230.790.754,54;782;2,15;2,14;2,15;0,0142;910,4512;
09/07/2020;2,15;1,00008442;953.825.122.159,43;788;2,15;2,14;2,15;0,0143;939,0458;
08/07/2020;2,15;1,00008442;982.862.212.051,11;787;2,15;2,14;2,15;0,0144;850,6562;
07/07/2020;2,15;1,00008442;979.147.759.719,3;937;2,15;2,14;2,15;0,0169;520,0433;
06/07/2020;2,15;1,00008442;952.423.653.646,65;814;2,15;2,14;2,15;0,0157;724,0083;
03/07/2020;2,15;1,00008442;945.859.246.851,32;808;2,15;2,14;2,15;0,0147;822,9890;
02/07/2020;2,15;1,00008442;979.790.832.137,08;926;2,15;2,14;2,15;0,0172;947,0151;
01/07/2020;2,15;1,00008442;977.609.376.870,9;1032;2,15;2,14;2,15;0,0176;422,1449;
30/06/2020;2,15;1,00008442;640.141.994.955,61;902;2,15;2,14;2,15;0,0196;266,5268;
29/06/2020;2,15;1,00008442;648.729.668.845,99;924;2,15;2,14;2,15;0,0204;217,9911;
26/06/2020;2,15;1,00008442;612.054.231.399,34;949;2,15;2,14;2,15;0,0174;456,2994;
25/06/2020;2,15;1,00008442;621.035.033.845,96;940;2,15;2,14;2,15;0,0180;561,2235;
24/06/2020;2,15;1,00008442;611.496.299.607,63;933;2,15;2,14;2,15;0,0185;517,9488;
23/06/2020;2,15;1,00008442;620.104.991.413,87;924;2,15;2,14;2,15;0,0210;410,3597;
22/06/2020;2,15;1,00008442;625.056.823.099,01;927;2,15;2,14;2,15;0,0183;446,8003;
19/06/2020;2,15;1,00008442;638.721.241.971,87;941;2,15;2,14;2,15;0,0193;541,3790;
18/06/2020;2,15;1,00008442;643.101.129.648,19;946;2,15;2,14;2,15;0,0610;138,5000;
17/06/2020;2,9;1,00011345;744.223.179.607,25;905;2,9;2,89;2,9;0,0253;702,7012;
16/06/2020;2,9;1,00011345;735.566.031.298,31;906;2,9;2,89;2,9;0,0211;461,1410;
15/06/2020;2,9;1,00011345;716.672.148.666,58;937;2,9;2,89;2,9;0,0227;706,4735;
12/06/2020;2,9;1,00011345;694.049.989.458,85;951;2,9;2,89;2,9;0,0183;545,6507;
10/06/2020;2,9;1,00011345;720.885.159.053,36;922;2,9;2,89;2,9;0,0190;576,2722;
09/06/2020;2,9;1,00011345;722.706.908.818,95;913;2,9;2,89;2,9;0,0191;586,8300;
08/06/2020;2,9;1,00011345;722.345.642.609,53;937;2,9;2,89;2,9;0,0188;513,5065;
05/06/2020;2,9;1,00011345;723.012.212.164,11;1000;2,9;2,89;2,9;0,0213;263,6426;
04/06/2020;2,9;1,00011345;727.588.311.541,31;914;2,9;2,89;2,9;0,0192;533,3247;
03/06/2020;2,9;1,00011345;742.981.541.454,44;941;2,9;2,89;2,9;0,0171;510,5274;
02/06/2020;2,9;1,00011345;741.330.817.287;933;2,9;2,89;2,9;0,0194;490,9967;
01/06/2020;2,9;1,00011345;712.970.014.227,86;886;2,9;2,89;2,9;0,0208;404,3054;
29/05/2020;2,9;1,00011345;655.985.472.543,99;938;2,9;2,89;2,9;0,0209;403,0153;
28/05/2020;2,9;1,00011345;689.213.465.289,93;932;2,9;2,89;2,9;0,0190;425,6739;
27/05/2020;2,9;1,00011345;694.309.845.201,02;941;2,9;2,89;2,9;0,0216;411,8632;
26/05/2020;2,9;1,00011345;720.557.175.251,71;943;2,9;2,89;2,9;0,0185;689,9942;
25/05/2020;2,9;1,00011345;726.960.778.864,66;950;2,9;2,89;2,9;0,0186;486,3903;
22/05/2020;2,9;1,00011345;720.050.676.827,93;937;2,9;2,89;2,9;0,0193;476,9258;
21/05/2020;2,9;1,00011345;757.917.010.297,7;904;2,9;2,89;2,9;0,0182;599,2748;
20/05/2020;2,9;1,00011345;797.609.833.052,45;935;2,9;2,89;2,9;0,0204;493,0995;
19/05/2020;2,9;1,00011345;786.622.171.085,08;956;2,9;2,89;2,9;0,0175;562,3311;
18/05/2020;2,9;1,00011345;788.953.337.732,54;926;2,9;2,89;2,9;0,0175;599,3999;
15/05/2020;2,9;1,00011345;793.484.776.829,85;938;2,9;2,89;2,9;0,0199;503,9035;
14/05/2020;2,9;1,00011345;788.590.595.939,14;943;2,9;2,89;2,9;0,0182;544,4697;
13/05/2020;2,9;1,00011345;772.561.243.994,2;1005;2,9;2,89;2,9;0,0242;235,5812;
12/05/2020;2,9;1,00011345;754.278.097.322,32;929;2,9;2,89;2,9;0,0184;629,2565;
11/05/2020;2,9;1,00011345;743.634.881.446,16;938;2,9;2,89;2,9;0,0187;471,1269;
08/05/2020;2,9;1,00011345;745.756.882.831,32;940;2,9;2,89;2,9;0,0176;638,1497;
07/05/2020;2,9;1,00011345;755.928.372.447,89;957;2,9;2,89;2,9;0,0488;215,4512;
06/05/2020;3,65;1,00014227;836.119.412.414,98;901;3,65;3,64;3,65;0,0192;657,5425;
05/05/2020;3,65;1,00014227;828.142.819.892,82;888;3,65;3,64;3,65;0,0187;657,2565;
04/05/2020;3,65;1,00014227;769.382.488.419,93;944;3,65;3,64;3,65;0,0222;499,2381;
30/04/2020;3,65;1,00014227;746.279.337.058,83;889;3,65;3,64;3,65;0,0224;387,9474;
29/04/2020;3,65;1,00014227;778.684.488.216,9;953;3,65;3,64;3,65;0,0199;424,8039;
